,index,desc
5935,5935,"The Trainspotting lads are back...and in worse shape than ever. In the last
gasp of youth, Simon ""Sick Boy"" Williamson is back in Edinburgh. He taps
into one last great scam: directing and producing a porn film. To make it
work, he needs bedfellows: the lovely Nikki Fuller-Smith, a student with
ambition, ego, and troubles to rival his own; old pal Mark Renton; and a
motley crew that includes the neighborhood's favorite ex-beverage salesman,
""Juice"" Terry. In the world of Porno, however, even the cons are conned.
Sick Boy and Renton jockey for top dog. The out-of-jail and in-for-revenge
Begbie is on the loose. But it's the hapless, drug-addled Spud who may be
spreading the most trouble. Porno is a novel about the Trainspotting crew
ten years further down the line: still scheming, still scamming, still
fighting for the first-class seats as the train careens at high velocity
with derailment looming around the next corner."
5936,5936,"Charlie and his friends unite to rescue Ollie, a boy who was turned
invisible and made to live in the attics at Bloor's Academy more than a
year ago, but they are hindered by a mysterious new student who lives with
Charlie's aunts."
5937,5937,First Shift: LegacyHugh Howey
5938,5938,"Worst CaseJames Patterson, Michael Ledwidge"
5939,5939,The Unlikely SpyDaniel Silva
5940,5940,"Royal Blood (Vampire Kisses, #6)Ellen Schreiber"
5941,5941,"Conversations with God, an uncommon dialogue, book 3Neale Donald Walsch"
5942,5942,M TrainPatti Smith
5943,5943,"The stunning first novel in Louise Erdrich's Native American series, Love
Medicine tells the story of two families, the Kashpaws and the Lamartines.
Written in Erdrich's uniquely poetic, powerful style, it is a multi-
generational portrait of strong men and women caught in an unforgettable
drama of anger, desire, and the healing power that is love medicine."
5944,5944,"After an archivist goes against security protocol to show an ex-crush the
president's private room at the National Archives, the two stumble upon a
dictionary once owned by George Washington and are soon entangled in a web
of conspiracy and murder. By the #1 best-selling author of The Book of
Fate."
5945,5945,"Orphaned after a fever epidemic, Creel befriends a dragon and unknowingly
inherits an object that can either save or destroy her kingdom."
5946,5946,"The Hollywood icon best known for her role in ""Star Wars"" shares
interconnected essays exploring her life as the child of Hollywood royalty,
adventures on the sets of ""Star Wars,"" and struggles with biploar disorder."
5947,5947,"Tavore Paran struggles to hold her army together in order to combat a
fearsome alien force, while the gods threaten to once again unleash dragons
to destroy the world."
5948,5948,"""Nikki Maxwell isn't at all surprised to find out that her crush Brandon
volunteers at a local animal shelter. He's such a sweet guy--of course he
wants to help those adorable puppies! Then Brandon tells her that the
shelter is in danger of closing, and Nikki knows she can't let that happen.
Especially when she discovers a shocking secret about Brandon that makes
keeping that shelter open more important than ever. So Nikki and her
friends Chloe and Zoey enter an ice skating competition to help raise money
for the shelter, but (big surprise) MacKenzie has to stick her nose in and
cause trouble so that she can be the one to swoop in and save the day. No
way will Nikki let that happen: She'll just have to come up with some extra
creative ideas this time!""--"
5949,5949,"While Janie ponders her future with Cabe, knowing that her abilities as a
dream-catcher means eventual blindness and crippling, the father she never
knew is hospitalized with brain trauma and seems to need her help."
5950,5950,"Inspired by true events, a graphic novel examines life on the streets of
war-torn Iraq, raising questions about the meaning of liberation through
the experiences of four lions who escaped from the Baghdad Zoo during a
raid."
5951,5951,Soumission Michel Houellebecq
5952,5952,Eiger Dreams: Ventures Among Men and MountainsJon Krakauer
5953,5953,"Takeshi Kovacs battles against biomachines gone wild, searches for a
centuries-old missing weapons system, and endures the betrayal of people he
once trusted."
5954,5954,"After she leaves her husband, the pregnant Lady Maccon is dismissed from
the Shadow Council, attacked by mechanical ladybugs, and becomes the target
of vampires, forcing her to escape to Italy in search of the mysterious
Templars."
5955,5955,"Oh, the joys of pregnancy! There's the gassiness, constipation, queasiness,
and exhaustion, the forgetfulness, crankiness, and the constant worry. Of
course, no woman is spared the discomforts and humiliations of pregnancy,
but most are too polite to complain or too embarrassed to talk about them.
Not Jenny McCarthy! In the New York Times best-selling Belly Laughs,
actress and new mother Jenny McCarthy reveals the naked truth about the
tremendous joys, the excruciating pains, and the unseemly disfigurement
that go along with pregnancy. Never shy, frequently crude, and always
laugh-out-loud funny, McCarthy covers it all in the grittiest of girlfriend
detail. From morning sickness and hormonal rage, to hemorrhoids, pregnant
sex, and the torture and sweet relief that is delivery, Belly Laughs is
must-read comic relief for anyone who is pregnant, who has ever been
pregnant, is trying to get pregnant, or, indeed, has ever been born!"
5956,5956,"From master storyteller Clive Barker comes an epic tale of myth, magic, and
forbidden passion—complete with new illustrations and a new Appendix.
Imajica is an epic beyond compare: vast in conception, obsessively detailed
in execution, and apocalyptic in its resolution. At its heart lies the
sensualist and master art forger, Gentle, whose life unravels when he
encounters Judith Odell, whose power to influence the destinies of men is
vaster than she knows, and Pie 'oh' pah, an alien assassin who comes from a
hidden dimension. That dimension is one of five in the great system called
Imajica. They are worlds that are utterly unlike our own, but are ruled,
peopled, and haunted by species whose lives are intricately connected with
ours. As Gentle, Judith, and Pie 'oh' pah travel the Imajica, they uncover
a trail of crimes and intimate betrayals, leading them to a revelation so
startling that it changes reality forever."
5957,5957,"On Writing Well has been praised for its sound advice, its clarity and the
warmth of its style. It is a book for everybody who wants to learn how to
write or who needs to do some writing to get through the day, as almost
everybody does in the age of e-mail and the Internet. Whether you want to
write about people or places, science and technology, business, sports, the
arts or about yourself in the increasingly popular memoir genre, On Writing
Well offers you fundamental priciples as well as the insights of a
distinguished writer and teacher. With more than a million copies sole,
this volume has stood the test of time and remains a valuable resource for
writers and would-be writers."
5958,5958,"Transactional Analysis delineates three observable ego-states (Parent,
Adult, and Child) as the basis for the content and quality of interpersonal
communication. ""Happy childhood"" notwithstanding, says Harris, most of us
are living out the Not ok feelings of a defenseless child, dependent on ok
others (parents) for stroking and caring. At some stage early in our lives
we adopt a ""position"" about ourselves and others that determines how we
feel about everything we do. And for a huge portion of the population, that
position is ""I'm Not OK -- You're OK."" This negative ""life position,""
shared by successful and unsuccessful people alike, contaminates our
rational Adult capabilities, leaving us vulnerable to inappropriate
emotional reactions of our Child and uncritically learned behavior
programmed into our Parent. By exploring the structure of our personalities
and understanding old decisions, Harris believes we can find the freedom to
change our lives."
5959,5959,"After his three-year exile in Sicily, Michael Corleone is charged to return
to America with Salvatore Giuliano, a young Sicilian bandit whose
activities have angered the head of the Sicilian Mafia. Reprint."
5960,5960,"Fighting the most powerful werewolf in their alternate-world's history,
coyote shapeshifter Mercy Thompson and her alpha werewolf mate, Adam,
discover a fire-touched human child stolen long ago by the fae whose
existence may help prevent a war."
5961,5961,The Copper BeechMaeve Binchy
5962,5962,"Frosty the Snow ManJane Werner Watson, Corinne Malvern"
5963,5963,The CompoundS.A. Bodeen
5964,5964,"Volume 2 of 2; The story begins 1500 years ago. The Bushmen are facing a
crisis. the beautiful lake, long the center of their lives, is drying up,
and they must move across a hostile African desert to seek better
conditions."
5965,5965,L’écume des joursBoris Vian
5966,5966,"In a dystopian kingdom where the classes are separated by the languages
they speak, Charlaina ""Charlie"" Hart has a secret gift that is revealed
when she meets a mysterious young man named Max."
5967,5967,"A proud family's deadly secrets are exposed in this passionate tale of two
rivals who, while toiling in the Napa Valley vineyards, discover they have
much to learn-from each other, and about themselves."
5968,5968,"“The Queen of paranormal romance.” —USA Today #1 New York Times bestselling
author Christine Feehan has enchanted legions of paranormal romance fans
with her sensation series featuring sexy immortal Carpathian heroes—a
remarkable breed of vampire. In this stunning new edition of Dark Desire, a
beautiful doctor is perilously drawn to the far Carpathian Mountains by a
mysterious stranger who needs her medical expertise. Despite the danger,
she cannot deny her deep connection to this mystery man—or he, his raging
need for her. Discover the breathtaking power of supernatural love in this
darkly sensuous classic from Christine Feehan."
5969,5969,"Author Dan Wells is back with the sequel to the sci-fi blockbuster
Partials, which Pittacus Lore called a ""thrilling sci-fi adrenaline rush,
with one of the most compelling and frightening visions of Earth's future
I've seen yet."" After discovering the cure for RM, Kira Walker sets off on
a terrifying journey into the ruins of postapocalyptic America and the
darkest desires of her heart in order to uncover the means—and a reason—for
humanity's survival. Dan Wells extends his richly imagined, gritty world
and introduces new memorable characters in this second installment in the
Partials Sequence."
5970,5970,"The Marquess of Bourne, the owner of London's most exclusive gaming hell,
is determined to keep his new wife, the very proper Lady Penelope Marbury,
away from London's illicit underworld, but finds that she has goals of her
own."
5971,5971,"Die Abhandlung ""Sein und Zeit"" erschien zuerst im Frühjahr 1927 in dem von
Edmund Husserl herausgegebenen ""Jahrbuch für Philosophie und
phänomenologische Forschung"", Band VIII, und gleichzeitig als Sonderdruck.
Als eines der berühmtesten und wirkungsmächtigsten philosophischen Bücher
des 20. Jahrhunderts ist es ein unverzichtbarer Quellentext für die
Philosophie, übersetzt in über 25 Sprachen der Welt. Dreißig Jahre nach dem
Tod Martin Heideggers (1889-1976) wird sein epochemachendes Hauptwerk über
den Sinn des Seins nun neu gesetzt aufgelegt, um das Werk seinen
zahlreichen Leserinnen und Lesern in aller Welt wieder in einem
ansprechenden Druck zu präsentieren. Diese 19. Auflage ist textidentisch,
zeilen- und seitengleich mit den zuletzt unveränderten Nachdrucken der 15.
anhand der Gesamtausgabe durchgesehenen Auflage mit den Randbemerkungen aus
dem Handexemplar des Autors im Anhang."
5972,5972,"THIS COLLECTION OF SHORT STORIES AND VIGNETTES MARKED ERNEST HEMINGWAY'S
AMERICAN DEBUT AND MADE HIM FAMOUS When In Our Time was published in 1925,
it was praised by Ford Madox Ford, John Dos Passos, and F. Scott Fitzgerald
for its simple and precise use of language to convey a wide range of
complex emotions, and it earned Hemingway a place beside Sherwood Anderson
and Gertrude Stein among the most promising American writers of that
period. In Our Time contains several early Hemingway classics, including
the famous Nick Adams stories ""Indian Camp,"" ""The Doctor and the Doctor's
Wife,"" ""The Three Day Blow,"" and ""The Battler,"" and introduces readers to
the hallmarks of the Hemingway style: a lean, tough prose -- enlivened by
an car for the colloquial and an eye for the realistic that suggests,
through the simplest of statements, a sense of moral value and a clarity of
heart. Now recognized as one of the most original short story collections
in twentieth-century literature, In Our Time provides a key to Hemingway's
later works."
5973,5973,"For two years, beginning in 1988, Jonathan Kozol visited schools in
neighborhoods across the country, from Illinois to Washington D.C., and
from New York to San Antonio. He spoke with teachers, principals,
superintendents, and, most important, children. What he found was
devastating. Not only were schools for rich and poor blatantly unequal, the
gulf between the two extremes was widening—and it has widened since. The
urban schools he visited were overcrowded and understaffed, and lacked the
basic elements of learning—including books and, all too often, classrooms
for the students. In Savage Inequalities, Kozol delivers a searing
examination of the extremes of wealth and poverty and calls into question
the reality of equal opportunity in our nation's schools."
5974,5974,"Charlie Trumper inherits his grandfather's vegetable barrow and his
spirited ambition, which drives him to struggle through two World Wars
without losing sight of his dream--building London's largest department
store--but a dangerous enemy could destroy everything he has accomplished.
Reprint."
5975,5975,The Empty Chair Jeffery Deaver
5976,5976,"After her mother dies, Mary Yellan goes to live with her aunt and uncle at
the mysterious Jamaica Inn where she is terrified by the ruthless
lawbreakers that frequent the roadhouse"
5977,5977,"Sailing toward dawn, and I was perched atop the crow's nest, being the
ship's eyes. We were two nights out of Sydney, and there'd been no weather
to speak of so far. I was keeping watch on a dark stack of nimbus clouds
off to the northwest, but we were leaving it far behind, and it looked to
be smooth going all the way back to Lionsgate City. Like riding a cloud. .
. . Matt Cruse is a cabin boy on the Aurora, a huge airship that sails
hundreds of feet above the ocean, ferrying wealthy passengers from city to
city. It is the life Matt's always wanted; convinced he's lighter than air,
he imagines himself as buoyant as the hydrium gas that powers his ship. One
night he meets a dying balloonist who speaks of beautiful creatures
drifting through the skies. It is only after Matt meets the balloonist's
granddaughter that he realizes that the man's ravings may, in fact, have
been true, and that the creatures are completely real and utterly
mysterious. In a swashbuckling adventure reminiscent of Jules Verne and
Robert Louis Stevenson, Kenneth Oppel, author of the best-selling
Silverwing trilogy, creates an imagined world in which the air is populated
by transcontinental voyagers, pirates, and beings never before dreamed of
by the humans who sail the skies."
5978,5978,The English SpyDaniel Silva
5979,5979,"WildwoodColin Meloy, Carson Ellis"
5980,5980,"When their mother dies, four children living in an isolated house in London
find themselves without guidance for the entire summer"
5981,5981,"Arriving in a land where humans, elves, and dwarves have learned to live in
peace, Alfred and Haplo the Patryn realize that they have a much more
powerful enemy than each other. Reprint."
5982,5982,"Traces the inspiring story of an autistic savant with genius-level
mathematical talents, describing how he was eschewed by his classmates in
spite of his near-photographic memory and super-human capacity for math and
language, in a firsthand account that offers insight into how he
experiences the world. Reprint. 100,000 first printing."
5983,5983,The BetRachel Van Dyken
5984,5984,Little Princes: One Man's Promise to Bring Home the Lost Children of NepalConor Grennan
5985,5985,"A descendant of royalty and one of the largest landowners in Hawaii,
Matthew King struggles to deal with his out-of-control daughters--ten-year-
old Scottie and seventeen-year-old Alex--as well as his comatose wife, whom
they are about to remove from life support."
5986,5986,"Najika, a great cook who loves to make meals for those she cares about, is
on the trail the boy who stole her heart as a child, and the only piece of
evidence she has leads her to the prestigious Seika Academy."
5987,5987,"A Novel of the life of the tormented genius who put so much of himself into
his art that he found it difficult to maintain himself in ordinary society."
5988,5988,"Jane Yellowrock, a skinwalker of Cherokee descent who can turn into any
creature she desires--and is the last of her kind--is hired by one of the
oldest vampires in New Orleans to hunt a powerful rogue vampire who is
killing his fellow undead. Original."
5989,5989,"Keeley Murdock's wedding to A.J. Jernigan should have been the social event
of the season. But all bets are off when she catches her fiancÉ doing the
deed with her maid of honor at the country club rehearsal dinner. The
wedding's off, too, as Keeley pitches the hissy fit of the century, earning
herself instant notoriety in the small town of Madison, Georgia. Now A.J.'s
unscrupulous banking family is bringing financial pressure to bear on
Keeley's interior design business. But a redheaded stranger in a vintage
yellow Cadillac is riding to her rescue. Will Mahoney, the new owner of a
failing local bra plant, is about to offer the designing woman just what
she needs: a plum decorating assignment, a chance to clear her name, and a
golden opportunity to give her cheating varmint of an ex-fiancÉ the
comeuppance he so richly deserves."
5990,5990,"Private Games James Patterson, Mark T. Sullivan"
5991,5991,"After decades of peace between the white and Native American communities of
early American Wyoming, a young man who was once convicted for raping a
Cheyenne girl is found dead, prompting sheriff Walt Longmire, his deputy
Victoria Moretti, and friend Henry Standing Bear to investigate. A first
novel. 25,000 first printing."
5992,5992,"To fulfill their father's dying wish, teenage Countess Meliara and her
brother Branaric organize a revolution against a greedy king, but when the
war is over, Meliara finds herself in the middle of royal politics."
5993,5993,"Pink, pink, pink. More than anything, Pinkalicious loves pink, especially
pink cupcakes. Her parents warn her not to eat too many of them, but when
Pinkalicious does . . . she turns pink! What to do? This sparkling picture
book, filled with such favorites as pink bubble gum, pink peonies, pink
cotton candy, and pink fairy princess dresses, celebrates all things pink
while showing that being yourself is best of all."
5994,5994,"A collection of poems by the Nobel Prize-winning author features
translations, many of them specially commissioned, of almost six hundred
works."
5995,5995,Falling AngelsTracy Chevalier
5996,5996,"Unaware that a mutual friend has offered both of them his luxury villa in
Spain, the families of two overworked people find themselves maneuvering
around one anothers' vacation plans, a situation that is further
complicated by a secret shared history. By the author of The Gatecrasher.
150,000 first printing."
5997,5997,MonstersIlsa J. Bick
5998,5998,"Beautiful, flirtatious, and recently widowed, Lady Susan Vernon seeks an
advantageous second marriage for herself, while attempting to push her
daughter into a dismal match. A magnificently crafted novel of Regency
manners and mores that will delight Austen enthusiasts with its wit and
elegant expression."
5999,5999,"A killer turns a young family's dream holiday into an unfathomable
nightmare....Menley Nichols and her husband, Adam, a criminal attorney,
rent a house on Cape Cod, in the hope of restoring their faltering
marriage. The birth of their daughter, Hannah, has revitalized their
relationship, but Menley has never stopped blaming herself for the
accidental death of her two-year-old son. The serenity of the Cape promises
a new start. In Remember House, an eighteenth-century landmark with a
sinister past, strange incidents force Menley to relive the accident that
killed her son, and she begins to fear for Hannah's safety. Then Adam takes
on a client suspected of murder when his wealthy young bride of only three
months drowns in a storm -- and the family is drawn into a rising tide of
terror. A confrontation on a dark, rain-swept beach leads to a harrowing
climax that only Mary Higgins Clark could have created."
6000,6000,"Provides recipes for appetizers, soups, pasta, main dishes, vegetables,
salads, breads, and desserts, and includes tips on planning menus and
entertaining"
6001,6001,"In THE OTHER SIDE OF MIDNIGHT, they played the ultimate game of love, lust,
and death. Now, in MEMORIES OF MIDNIGHT, the survivors meet to play one
last time... Shadowed by tragedy and burdened by amnesia, a beautiful woman
desperately tries to return to reality. She is Catherine Douglas, destined
to once again challenge the cruel, charismatic power of Constantin Demiris,
the Greek shipping tycoon who murdered Catherine's husband. Now, in the
glittering capitals and carefree playgrounds of post-war Europe, Demiris
sets his deadly sights on Catherine -- and the single, treacherous secret
whose shattering truth is known to her alone..."
6002,6002,"A novel of the charged relationships between European and Polynesian
descendents in New Zealand explores the fluctuating bonds connecting three
South Sea natives as they struggle to endure."
6003,6003,"6,000 years in the past, twelve-year-old Tarak and his guide, a wolf cub,
set out on a dangerous journey to fulfill an oath the boy made to his dying
father--to travel to the Mountain of the World Spirit seeking a way to
destroy a demon-possessed bear that threatens all the clans."
6004,6004,The Crimson CampaignBrian  McClellan
6005,6005,"*Perfect for fans of A BOY MADE OF BLOCKS* **RICHARD AND JUDY summer
bookclub read 2013, Amazon Rising star, and shortlisted for the Desmond
Elliott Prize** *** A funny and touching story of an unlikely friendship
and an improbable journey*** Alex Woods knows that he hasn't had the most
conventional start in life. He knows that growing up with a clairvoyant
single mother won't endear him to the local bullies. He also knows that
even the most improbable events can happen - he's got the scars to prove
it. What he doesn't know yet is that when he meets ill-tempered, reclusive
widower Mr Peterson, he'll make an unlikely friend. Someone who tells him
that you only get one shot at life. That you have to make the best possible
choices. So when, aged seventeen, Alex is stopped at Dover customs with 113
grams of marijuana, an urn full of ashes on the passenger seat, and an
entire nation in uproar, he's fairly sure he's done the right thing. A tale
of an unexpected friendship, an unlikely hero and an improbable journey,
Alex's story treads the fine line between light and dark, laughter and
tears. And it might just strike you as one of the funniest, most
heartbreaking novels you've ever read."
6006,6006,"A foal, born in the aftermath of a great storm, and her famous mother help
raise money to repair the storm damage on Chincoteague Island and restore
the herds of wild ponies on Assateague Island."
6007,6007,"バクマン。 1Tsugumi Ohba, Takeshi Obata, Diana Hammermeister"
6008,6008,"Come heck or high water, Gracie Snow is determined to drag the legendary
ex-jock Bobby Tom Denton back home to Heaven, Texas, to begin shooting his
first motion picture. Despite his dazzling good looks and killer charm,
Bobby Tom has reservations about being a movie star -- and no plans to
cooperate with a prim and bossy Ohio wallflower whom he can't get off his
mind or out of his life. Instead, the hell-raising playboy decides to make
her over from plain Jane to Texas wildcat. But nothing's more dangerous
than a wildcat with an angel's heart in a town too small for a bad boy to
hide. And all hell breaks loose when two unforgettable people discover
love, laughter, passion -- and a match that can only be made in Heaven."
6009,6009,"An urgent cry for help brings Hercule Poirot to France. But he arrives too
late to save his client, whose brutally stabbed body now lies facedown in a
shallow grave on a golf course. But why is the dead man wearing an overcoat
that is too big for him? And for whom was the impassioned love letter in
the pocket? Before Poirot can answer these questions, the case is turned
upside down by the discovery of a second, identically murdered corpse.…"
6010,6010,"""Harsh and ingenious! High Rise is an intense and vivid bestiary, which
lingers unsettlingly in the mind."" —Martin Amis, New Statesman When a class
war erupts inside a luxurious apartment block, modern elevators become
violent battlegrounds and cocktail parties degenerate into marauding
attacks on “enemy” floors. In this visionary tale, human society slips into
violent reverse as once-peaceful residents, driven by primal urges, re-
create a world ruled by the laws of the jungle."
6011,6011,"Nietzsche's famous attack upon established Christianity and religion is
brought to the reader in this inexpensive and compact edition of The
Antichrist, introduced and translated by H.L. Mencken. The incendiary tone
throughout separates this book from most other well-regarded philosophical
texts; even in comparison to Nietzsche's earlier works, the tone of
indignation and conviction behind each argument made is plain to see. There
is little by way of lofty ponderousness; the book presents its arguments
and points at a blistering pace, placing this book among the most
accessible and easily understood works of philosophy. The Antichrist
comprises a total of sixty-two short chapters, each containing a distinct
philosophical argument or angle upon the targets of Christianity, organised
religion, and those who masquerade as faithful but are in actuality
anything but. Pointedly opposed to the notions of Christian morality and
virtue, Nietzsche vehemently sets out a case for the faith's redundancy and
lack of necessity in human life. This edition contains the authoritative
introduction and translation of renowned journalist, author and Nietzsche
acolyte H.L. Mencken. Mencken's own native style shared similarities with
that of Nietzsche, and the two were strongly aligned philosophically. Over
a century later, it is this translation which remains the most
authoritative and tonally correct."
6012,6012,"Explores both the American and Arab sides of the September 11th terrorist
attacks in an account of the people, ideas, events, and intelligence
failures that led to the tragedies."
6013,6013,"Join forces with a swashbuckling duo of inter-galactic space rogues
struggling to save the future and history of civilization."
6014,6014,HollywoodCharles Bukowski
6015,6015,"Newlywed blood-spatter analyst Dexter Morgan investigates the work of a
Miami-area serial killer who has disguised his latest victim as a sunbather
on the beach."
6016,6016,"Twenty years after he had been the examining physician of two victims of a
transsexual serial killer, Dr. Farrokh Daruwalla leaves Toronto to return
to his native Bombay and comes face to face with his own past and the
murderer when he encounters a colorful cast of circus characters. Reader's
Guide included. Reprint."
6017,6017,"A power revered by presidents and kings, a fortune unsurpassed by few
people on earth: all that ended for Harry Stanford the day he mysteriously-
and fatally-plunged from his luxury yacht into the Mediterranean Sea. Then,
back home in Boston, as the family gathers to grieve for his memory and to
war over his legacy, a stunningly beautiful young woman appears. She claims
to be Stanford's long-lost daughter and entitled to her share of his
estate. Now, flaming with intrigue and passion through the glamorous
preserves of the world's super rich, the ultimate game of wits begins, for
stakes too dazzling and deadly to imagine."
6018,6018,Memory in Death J.D. Robb
6019,6019,"One of Woolf's most experimental novels, The Waves presents six characters
in monologue - from morning until night, from childhood into old age -
against a background of the sea. The result is a glorious chorus of voices
that exists not to remark on the passing of events but to celebrate the
connection between its various individual parts."
6020,6020,"Drawing on exclusive interviews with the Supreme Court justices and other
insiders, a behind-the-scenes look at the powerful, often secretive world
of the Supreme Court offers profiles of each justice and how their
individual styles affect the way in which they wield their power and
discusses how the Court operates, the recent appointments of John Roberts
and Samuel Alito, and the Court's influence on American life. Reprint.
250,000 first printing."
6021,6021,"The author offers a riveting novel about the heartbreak of a lost love. A
first novel. Original."
6022,6022,"엄마를 부탁해Kyung-Sook Shin, 신경숙, Chi-Young Kim"
6023,6023,"As he seeks to recover Bhelliom, the lost jewel of power, Sparhawk meets
the Shining Ones, beings whose touch brings death"
6024,6024,"House of MBrian Michael Bendis, Olivier Coipel, Tim Townsend, Rick Magyar, John Dell, Scott Hanna, Frank D'Armata, Chris Eliopoulos, James Taveras, Omar Otieku, Tom Valente, Esad Ribic"
6025,6025,"It's another awful year at Bathory High for Vladimir Tod. The evil vampire
D'Ablo is hunting for the ritual that could steal Vlad's powers. His best
friend doesn't want to be his drudge anymore. And it's getting harder for
Vlad to resist feeding on the people around him. When months go by with no
word from Uncle Otis, and D'Ablo shows up demanding Vlad's father's
journal, Vlad realizes that having a normal high school year is the least
of his concerns. Vlad needs to act fast, and even his status as the Pravus
won't save him this time."
6026,6026,"From the acclaimed author who enthralled the world with Exodus, Battle Cry,
QB VII, Topaz, and other beloved classics of twentieth-century fiction
comes a sweeping and powerful epic adventure that captures the ""terrible
beauty"" of Ireland during its long and bloody struggle for freedom. It is
the electrifying story of an idealistic young Catholic rebel and the
valiant and beautiful Protestant girl who defied her heritage to join his
cause. It is a tale of love and danger, of triumph at an unthinkable cost
-- a magnificent portrait of a people divided by class, faith, and
prejudice -- an unforgettable saga of the fires that devastated a majestic
land . . . and the unquenchable flames that burn in the human heart."
6027,6027,"A rhyming story for beginner readers about the adventures of the Cat in the
Hat."
6028,6028,"A rebellious Anglican priest and a teenaged heiress who buys a glass
factory in Australia pursue an unlikely romance"
6029,6029,"Detective Precious Ramotswe has her hands full with her assistant's
resignation, as well as a set of cases involving unexplained deaths at a
nearby hospital, an allegedly cheating husband, and thievery at a local
printing company."
6030,6030,"The renowned AfricanAmerican educator documents his struggle for freedom
and selfrespect and his fight to establish industrial training and
educational programs for black Americans, in a new edition of the acclaimed
memoir, featuring an introduction by Ishmael Reed. Reprint."
6031,6031,"Gabriel Allon investigates clues pertaining to an Amsterdam-based terrorism
analyst who was murdered by a Muslim immigrant, in a case with ties to a
terrorist organization and the abduction of an ambassador's daughter."
6032,6032,"Two strangers...When accountant Makenna James finds herself stranded in a
pitch-black elevator, she can't help but wonder about the stranger stuck
with her. All she noticed about him before the lights went out was a dragon
tattoo; all she knows now is his sexy, gruff voice in the darkness. Four
hours...Caden Grayson is inked, pierced, scarred on the inside and out-and
terrified of the dark for reasons he'd rather not remember. Trapped in his
worst nightmare, only the sweet voice of the red-headed beauty distracts
him from his fear. And, oh, man, as the hours pass and the darkness heats
up, that's nothing compared to her touch.One pitch-black elevator...He's
all rough edges and she's pin-striped skirts, but in the darkness they open
up and reach out without any preconceptions to hold them back. But as
attractions grows and sparks fly, will they feel the same when the lights
come back on?"
6033,6033,"FIRST BOOK FEATURING CORDELIA NAISMITH. Journey back to where it all
started, from multiple New York Times best selling author, Hugo Award
winner, Lois McMaster Bujold. When Cordelia Naismith and her survey crew
are attacked by a renegade group from Barrayar, she is taken prisoner by
Aral Vorkosigan, commander of the Barrayan ship that has been taken over by
an ambitious and ruthless crew member. Aral and Cordelia survive countless
mishaps while their mutual admiration and even stronger feelings emerge.
About Shards of Honor: “All in all, Shards is a worthy effort, and worth
reading for any fan of SF romance.”—Analog About Lois McMaster Bujold’s
Vorkosigan Saga: “Bujold mixes quirky humor with action [and] superb
character development…[E]normously satisfying.”—Publishers Weekly. “One of
sf’s outstanding talents . . . an outstanding series.”—Booklist “. . . an
intelligent, well-crafted and thoroughly satisfying blend of adventure,
sociopolitical commentary, scientific experiments, and occasional perils .
. . with that extra spicing of romance. . . .”—Locus The Vorkosigan Series
in Story-based Chronological Order Falling Free Shards of Honor Barrayar
The Warrior's Apprentice The Vor Game Cetaganda Ethan of Athos Borders of
Infinity Brothers in Arms Mirror Dance Memory Komarr A Civil Campaign
Diplomatic Immunity Captain Vorpatril's Alliance CryoBurn Omnibus Editions
MILES, MYSTERY & MAYHEM contains Cetaganda, Ethan of Athos YOUNG MILES
contains The Warrior's Apprentice + stories CORDELIA’S HONOR contains
Shards of Honor, Barayarr MILES, MUTANTS & MICROBES contains Falling Free,
Diplomatic Immunity MILES IN LOVE contains Komarr, A Civil Campaign MILES
ERRANT contains Brothers in Arms, Mirror Dance"
6034,6034,"When Roman Centurion Crismus Bonus finds out about Getafix's magic potion,
he kidnaps the druid to force him to reveal the recipe. So Asterix joins
his friend in captivity and together the two plan to whip up a surprise
with truly hair-raising effects."
6035,6035,"Father Tim, rector in a small village, seeks divine intervention when his
attractive neighbor, an aggressive widow, and his niece are more than he
can handle alone"
6036,6036,The Forever of Ella and MichaJessica Sorensen
6037,6037,"Pregnant teenager Delilah Rose enlists the assistance of FBI agent Kimberly
Quincy to investigate the disappearances of young women whom no one else
will notice are gone, including runaways, high-risk teens, and prostitutes."
6038,6038,"Scuffy feels he is meant for more than the bathtub and gets his chance on a
small stream which leads to a large river and eventually the sea."
6039,6039,DawnErin Hunter
6040,6040,"Father and son go camping, but who is really taking care of whom? Full
color."
6041,6041,"The Unitarian minister reflects on America and its diverse peoples,
everyday wisdoms, kindnesses, and joys, and everyday life's large meanings."
6042,6042,TempleMatthew Reilly
6043,6043,"Peter and the Secret of RundoonDave Barry, Ridley Pearson, Greg Call"
6044,6044,"""A rollercoaster ride through a land of chaos and contradiction with a
woman on a mission to save her soul, her love life - and her sanity.After
backpacking her way around India Sarah Macdonald decides she hates the
country with a passion. When a beggar reads her palm and insists she will
one day return - and for love - she screams 'Never!' But twelve years later
the prophecy comes true. When the love of her life is posted to India,
Sarah follows him to the most polluted city on earth, New Delhi. It seems
like the ultimate sacrifice for love and it almost kills her - literally.
After being cursed by a naked sadhu smeared in human ashes Sarah almost
dies from double pneumonia, but not before facing some serious questions
about her fragile mortality and inner spiritual void - not to mention some
unsightly hair loss. It's enough to send a rapidly balding atheist on a
wild rollercoaster ride through India in search of the meaning of life and
death. With the help of the Dalai Lama, a goddess of healing hugs and a
couple of Bollywood stars - among many, many others - Sarah discovers a
hell of a lot more."""
6045,6045,Last to DieTess Gerritsen
